1	42
1	64
1	143
1	13
1	78
1	73
1	127
1	119
1	131
1	41
1	30
1	110
1	62
1	144
1	158
1	148
1	72
1	75
1	12
1	105
1	56
1	157
1	119
1	154
1	121
1	171
1	50
1	141
1	111
1	116
1	116
1	55
1	152
1	15
1	150
1	133
1	40
1	156
1	8
1	91
2	152
2	76
2	19
2	62
2	130
2	21
2	6
2	144
2	46
2	161
2	92
2	125
2	155
2	78
2	86
2	132
2	124
2	110
2	10
2	91
2	105
2	112
2	3
2	123
2	117
2	7
2	97
2	171
2	1
2	117
2	99
2	70
2	67
2	22
2	119
2	43
2	43
2	142
2	142
2	109
3	22
3	68
3	5
3	3
3	9
3	145
3	151
3	153
3	172
3	165
3	89
3	104
3	31
3	144
3	34
3	39
3	123
3	19
3	54
3	30
3	18
3	156
3	168
3	75
3	1
3	127
3	46
3	71
3	26
3	27
3	34
3	22
3	93
3	153
3	79
3	154
3	118
3	94
3	110
3	1
4	79
4	47
4	46
4	61
4	168
4	172
4	92
4	95
4	76
4	13
4	3
4	119
4	86
4	53
4	35
4	163
4	148
4	92
4	120
4	158
4	150
4	76
4	62
4	64
4	154
4	138
4	46
4	127
4	142
4	13
4	59
4	7
4	159
4	131
4	74
4	101
4	41
4	84
4	15
4	108
5	39
5	168
5	105
5	70
5	49
5	120
5	76
5	86
5	163
5	99
5	144
5	49
5	87
5	13
5	125
5	114
5	1
5	152
5	61
5	61
5	26
5	91
5	54
5	108
5	103
5	75
5	21
5	5
5	68
5	124
5	117
5	102
5	53
5	124
5	92
5	14
5	35
5	82
5	110
5	55
6	34
6	49
6	16
6	80
6	133
6	90
6	8
6	81
6	95
6	32
6	33
6	1
6	169
6	102
6	26
6	23
6	100
6	18
6	170
6	68
6	80
6	40
6	75
6	44
6	53
6	89
6	43
6	83
6	113
6	17
6	7
6	146
6	154
6	159
6	146
6	154
6	5
6	59
6	135
6	81
7	19
7	100
7	131
7	74
7	47
7	172
7	36
7	13
7	65
7	160
7	35
7	55
7	21
7	104
7	33
7	115
7	47
7	71
7	128
7	54
7	114
7	19
7	109
7	41
7	38
7	7
7	3
7	76
7	46
7	24
7	118
7	97
7	29
7	138
7	88
7	49
7	21
7	103
7	20
7	38
8	146
8	69
8	158
8	158
8	120
8	84
8	15
8	94
8	103
8	138
8	85
8	123
8	66
8	22
8	29
8	145
8	42
8	91
8	94
8	162
8	25
8	26
8	133
8	141
8	98
8	64
8	167
8	38
8	46
8	53
8	46
8	1
8	47
8	142
8	144
8	40
8	112
8	25
8	4
8	146
9	18
9	66
9	87
9	50
9	22
9	148
9	30
9	121
9	79
9	110
9	65
9	115
9	72
9	107
9	55
9	6
9	13
9	32
9	111
9	52
9	14
9	104
9	54
9	102
9	53
9	145
9	113
9	134
9	14
9	65
9	114
9	123
9	83
9	119
9	138
9	17
9	149
9	99
9	78
9	98
10	32
10	155
10	166
10	147
10	5
10	160
10	149
10	124
10	54
10	73
10	11
10	99
10	102
10	10
10	115
10	58
10	3
10	159
10	105
10	87
10	40
10	102
10	71
10	168
10	55
10	14
10	162
10	115
10	27
10	25
10	95
10	75
10	121
10	36
10	138
10	35
10	92
10	90
10	123
10	94
11	58
11	107
11	44
11	89
11	165
11	54
11	7
11	53
11	146
11	60
11	159
11	144
11	84
11	46
11	168
11	33
11	16
11	45
11	162
11	78
11	44
11	85
11	134
11	74
11	22
11	132
11	65
11	143
11	23
11	155
11	165
11	161
11	96
11	105
11	54
11	15
11	167
11	103
11	64
11	46
12	104
12	133
12	149
12	24
12	62
12	167
12	141
12	107
12	116
12	125
12	156
12	62
12	89
12	23
12	127
12	159
12	172
12	107
12	35
12	62
12	116
12	29
12	159
12	85
12	136
12	105
12	49
12	28
12	101
12	35
12	67
12	114
12	7
12	20
12	117
12	128
12	4
12	55
12	113
12	122
13	143
13	59
13	154
13	48
13	166
13	27
13	46
13	172
13	126
13	109
13	140
13	141
13	23
13	171
13	124
13	1
13	126
13	18
13	48
13	18
13	61
13	5
13	11
13	33
13	43
13	31
13	116
13	156
13	48
13	92
13	170
13	21
13	35
13	133
13	89
13	92
13	125
13	40
13	87
13	70
14	113
14	170
14	39
14	35
14	110
14	108
14	126
14	169
14	87
14	76
14	68
14	33
14	94
14	89
14	114
14	121
14	130
14	96
14	22
14	147
14	13
14	69
14	94
14	37
14	142
14	5
14	152
14	153
14	108
14	21
14	53
14	111
14	76
14	38
14	89
14	169
14	79
14	70
14	99
14	114
15	98
15	52
15	134
15	122
15	169
15	123
15	34
15	137
15	162
15	121
15	62
15	134
15	172
15	50
15	150
15	94
15	24
15	161
15	109
15	100
15	14
15	107
15	145
15	151
15	119
15	117
15	130
15	94
